is_cancelled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_cancelled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
0,27,5,2,1,0,0,0,0,0,E,A,0,Non Refund,91,Transient,81.41544920749507,0,1
0,6,1,2,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,70.8245677789175,0,0
1,22,6,2,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient-Party,141.42203880472454,0,0
1,85,0,4,1,0,0,0,0,0,A,F,0,No Deposit,0,Transient,62.076408162005684,0,2
0,1,0,2,2,0,0,0,0,0,A,G,0,No Deposit,0,Transient,99.38517326007934,0,0
1,195,0,6,4,0,0,0,0,0,D,A,1,No Deposit,0,Transient,28.877239557321793,0,0
0,1,1,3,2,0,0,0,0,0,A,D,7,No Deposit,0,Transient-Party,83.25548193354024,1,0
1,144,2,2,1,0,0,0,1,0,A,A,1,No Deposit,0,Transient,137.9985962244193,0,0
0,184,16,1,2,0,0,0,0,0,F,D,2,No Deposit,0,Transient,78.55512554276012,0,1
0,423,0,1,3,0,0,0,0,0,A,G,0,No Deposit,0,Transient,48.194552460247856,1,0
0,201,1,2,1,2,0,0,0,0,E,A,1,No Deposit,0,Transient,50.8007322702979,0,0
0,383,3,1,2,0,0,0,1,0,D,A,1,No Deposit,0,Transient,62.66929871058161,1,1
0,96,6,1,1,0,0,0,0,0,D,F,1,No Deposit,0,Transient,62.19063266846051,0,0
0,331,2,1,1,0,0,0,0,0,A,G,0,No Deposit,0,Transient,50.6495055578481,0,1
0,0,3,2,2,0,0,0,0,0,A,A,0,No Deposit,0,Group,49.14460339072468,0,0
1,0,2,2,3,0,2,0,0,0,A,E,1,No Deposit,9,Transient,50.376000426119205,0,1
0,283,1,3,2,1,0,0,0,0,A,D,1,No Deposit,0,Transient,40.17423432653902,0,1
1,372,0,2,1,2,0,0,0,0,D,A,1,No Deposit,15,Transient,91.7352965730014,0,1
1,120,0,4,1,0,0,0,0,0,A,D,0,No Deposit,38,Transient,99.59886184519391,0,2
1,233,0,1,2,0,0,0,5,0,A,A,0,No Deposit,0,Transient,23.740128157809384,0,1
0,0,16,40,2,0,0,0,0,0,A,A,4,No Deposit,111,Transient-Party,139.948416197791,0,3
0,155,1,2,2,0,0,0,0,0,G,A,0,No Deposit,0,Transient,149.41865834381844,0,0
0,196,0,2,2,0,0,1,0,0,A,E,0,No Deposit,0,Contract,97.41224085215339,0,1
0,196,1,3,2,0,0,0,1,0,A,C,0,No Deposit,0,Transient,148.51859496788916,0,1
1,283,0,1,2,0,0,0,19,0,H,A,0,No Deposit,0,Transient,99.9130621797913,0,0
0,167,9,4,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,99.03985965175795,0,0
0,0,1,0,1,0,0,0,0,0,G,A,0,No Deposit,0,Transient-Party,52.80840264625383,0,0
0,8,2,1,2,0,0,0,0,0,A,A,0,No Deposit,60,Transient,80.58040631778069,0,0
1,1,3,2,1,0,1,0,0,0,A,A,0,No Deposit,0,Transient-Party,80.35702794191214,0,0
0,59,0,19,4,3,0,0,0,0,G,D,1,Non Refund,0,Transient,97.85051107218885,0,2
0,1,0,2,2,0,0,0,0,0,A,A,5,No Deposit,0,Transient,122.71569578852923,0,0
0,265,9,2,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,209.87962176161582,0,0
1,1,2,2,1,0,0,0,0,0,E,A,1,No Deposit,0,Transient-Party,36.57909574109873,0,0
0,0,2,0,2,0,0,0,0,0,B,A,1,No Deposit,0,Transient,62.870565728411584,0,1
0,28,0,1,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient-Party,77.29344756544776,0,0
0,107,1,4,2,0,0,0,0,0,A,F,0,No Deposit,0,Transient,92.37626341735732,1,0
0,307,0,4,4,0,0,0,0,8,A,A,0,No Deposit,0,Transient,182.92094656938963,0,1
1,263,0,1,2,0,0,0,0,0,A,F,3,No Deposit,0,Transient-Party,120.07853564655568,0,0
0,462,3,1,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient,82.06160264415531,0,0
0,104,0,3,2,0,0,0,0,0,A,H,0,No Deposit,0,Contract,77.35949619035964,0,2
0,281,0,4,2,0,0,0,0,0,D,D,2,No Deposit,0,Transient,83.6352285668464,1,2
1,0,1,1,1,0,0,0,0,0,A,A,1,No Deposit,0,Transient,93.86872035430721,0,0
0,0,2,10,2,0,0,0,0,0,A,I,1,No Deposit,0,Transient,47.73426287295841,0,0
0,14,1,3,4,0,0,0,1,0,A,C,2,No Deposit,0,Transient,106.55524241454106,0,0
1,134,1,2,2,0,0,0,0,0,A,C,0,No Deposit,0,Transient,83.04198883869519,1,1
0,149,1,2,2,0,1,0,0,0,A,E,0,Non Refund,0,Transient,137.67580302110701,0,1
0,326,1,2,2,0,0,1,0,0,A,A,0,No Deposit,0,Transient-Party,25.62963922470712,0,0
0,17,0,0,2,0,0,0,0,0,E,A,0,Non Refund,0,Transient,30.759578241111445,1,0
1,191,0,4,2,2,0,0,5,0,A,G,0,No Deposit,0,Transient,127.6062645509748,1,0
0,433,1,4,2,0,0,0,19,0,D,D,1,Non Refund,0,Transient,77.52015824143965,0,3
0,22,1,3,2,1,0,0,0,0,A,A,8,No Deposit,0,Transient,115.87018601772365,0,0
0,47,1,11,1,0,0,0,0,0,A,B,0,No Deposit,0,Transient,147.2727481198259,0,0
0,78,1,0,2,0,0,0,0,0,A,G,0,No Deposit,0,Transient,128.4598031751035,0,1
0,6,1,19,2,0,0,0,0,0,F,A,1,No Deposit,0,Transient,71.19919670277707,1,1
0,269,2,1,2,0,0,0,26,0,A,F,0,No Deposit,0,Transient,135.3526082718958,1,0
0,0,2,1,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,62.180079845861194,0,0
0,53,2,2,2,0,0,0,0,0,D,A,1,No Deposit,0,Transient,69.01133900048308,1,0
0,0,2,4,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,67.50038822345834,0,0
0,217,2,3,2,0,0,0,24,0,A,A,0,No Deposit,0,Transient,158.2738400623652,0,2
1,248,1,4,2,0,1,0,0,0,A,A,1,No Deposit,0,Transient,162.14134112933243,0,0
0,0,2,16,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient,88.17630711075387,0,1
0,385,1,0,2,2,2,0,0,0,E,C,8,No Deposit,0,Contract,42.447732359607116,0,0
0,358,2,1,2,0,0,0,0,0,F,E,0,No Deposit,0,Transient,168.2204683154292,1,1
0,2,0,2,1,0,0,0,0,0,A,G,3,No Deposit,0,Transient,125.36111130148339,0,0
0,0,2,11,3,2,0,0,0,0,A,D,0,No Deposit,0,Transient,93.52981608905907,0,1
1,29,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,62.52405297963326,0,0
0,35,0,1,2,0,0,0,0,0,E,A,0,No Deposit,0,Transient,247.33163025030515,0,1
0,36,1,3,1,0,0,0,0,0,A,A,0,Non Refund,0,Transient,116.07388426183152,0,3
1,29,2,7,2,0,0,0,0,0,A,A,5,No Deposit,0,Transient,78.68819384964405,0,0
1,72,2,1,2,0,0,0,0,0,A,E,1,Non Refund,0,Transient,129.33640491492693,2,0
1,56,0,2,2,0,0,1,0,0,A,D,0,No Deposit,0,Transient,67.69812750365337,0,0
1,0,1,3,1,2,0,0,0,0,G,E,0,No Deposit,0,Transient,146.21866992500506,0,0
1,86,1,3,2,1,0,0,0,0,D,A,1,No Deposit,0,Transient,113.38874073731222,0,0
0,1,2,19,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient-Party,52.37223036875187,0,0
1,89,0,3,2,0,0,1,0,0,E,B,1,No Deposit,59,Transient-Party,78.34910733506894,0,0
0,21,1,7,3,3,2,0,0,1,G,D,1,No Deposit,0,Transient,65.48415433167831,0,3
0,50,2,4,2,0,0,0,0,0,A,A,8,No Deposit,0,Transient,53.445202151501334,0,3
0,82,1,1,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient,91.87604098448537,0,0
0,201,2,1,2,0,0,1,24,0,A,A,13,No Deposit,0,Transient,111.15091012556397,0,0
0,1,0,1,1,0,0,0,0,0,A,A,6,No Deposit,0,Transient,109.50892584900177,0,0
0,117,1,2,2,1,0,0,0,0,A,A,2,Non Refund,0,Transient-Party,100.95782633663903,0,0
0,4,0,2,3,0,0,0,0,0,A,I,4,No Deposit,23,Transient,182.07429939756966,1,0
0,43,1,2,2,0,0,0,1,2,D,D,2,No Deposit,0,Transient,89.05113601675947,0,0
0,338,1,5,2,0,0,0,0,0,F,K,0,No Deposit,0,Transient,67.76262007554627,0,0
0,53,2,1,4,1,0,0,0,0,A,A,1,No Deposit,0,Transient,18.660256293075,0,3
1,196,6,1,2,0,0,0,2,0,A,E,0,No Deposit,0,Transient,85.31871262409095,0,1
1,311,2,3,3,0,0,1,0,0,A,C,1,No Deposit,98,Transient,35.48720841454637,0,0
0,443,1,5,4,0,2,0,0,0,A,A,0,No Deposit,0,Transient,73.90862373504608,0,1
0,70,0,2,1,0,0,0,0,0,A,A,1,No Deposit,0,Transient,233.56458629335276,0,0
0,23,0,2,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,134.48747101276442,0,0
0,3,0,2,3,0,0,0,0,0,A,A,1,No Deposit,0,Transient-Party,34.99003588309681,0,1
0,87,2,2,2,0,0,0,0,0,D,A,0,No Deposit,0,Transient,92.90358030649054,0,0
0,255,0,3,2,0,0,1,0,0,A,A,4,No Deposit,0,Transient,51.53435572688262,0,0
0,57,1,2,2,0,0,1,0,0,D,A,1,No Deposit,0,Transient,78.13339350684005,0,3
1,92,0,5,2,0,1,0,0,0,A,F,0,No Deposit,0,Transient,174.40425430787434,0,0
1,177,2,3,1,0,0,0,0,0,A,A,5,No Deposit,0,Transient,111.70995135323281,0,1
1,1,1,0,2,0,0,0,0,0,A,K,1,No Deposit,0,Transient,95.30986826556273,0,1
0,270,1,0,2,0,0,0,0,0,A,D,1,No Deposit,0,Transient,87.57917754222805,0,0
0,17,3,9,2,0,0,0,0,0,C,D,1,No Deposit,0,Transient,67.61883782166913,0,4
0,3,2,1,1,0,0,0,0,0,A,D,0,No Deposit,0,Transient,78.85838386464877,0,2
0,5,2,1,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,91.72289005585822,0,0
0,71,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,37.15462649092235,0,0
0,2,1,40,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,157.2231122874724,0,1
0,333,1,1,2,0,0,1,0,0,B,G,1,No Deposit,0,Transient,49.48525268277433,0,0
1,594,1,0,2,0,0,0,0,0,D,E,5,No Deposit,0,Transient-Party,74.85171119550456,1,4
0,124,0,2,2,2,0,0,0,0,A,E,0,No Deposit,0,Transient,188.75802251867157,0,1
0,0,0,5,2,0,0,0,0,0,A,E,0,No Deposit,0,Transient,78.16650062667604,0,0
0,84,2,12,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,22.63904794516338,0,0
0,197,2,1,3,0,0,0,0,0,A,A,0,No Deposit,70,Transient,93.64221243286646,0,1
0,4,0,1,2,0,0,0,3,0,A,A,0,No Deposit,0,Transient-Party,52.556410459370454,0,3
1,291,0,4,2,0,0,0,0,0,A,E,1,No Deposit,187,Transient,105.13393905676918,0,0
0,2,2,3,2,0,0,0,5,0,A,A,0,No Deposit,0,Transient-Party,155.77474016639147,0,2
1,175,0,0,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,55.47799835741267,2,1
1,125,2,2,2,3,0,1,1,11,D,D,0,No Deposit,0,Transient,89.77164030602538,0,3
1,1,4,2,2,0,0,0,0,0,A,A,0,No Deposit,0,Group,121.59708382759862,1,0
0,1,0,2,1,0,0,0,0,0,G,A,0,No Deposit,0,Transient,92.70592237663854,0,1
0,85,0,2,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.662765891574594,1,1
0,245,2,10,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,95.39115407085522,0,0
0,285,2,1,1,0,0,0,0,0,A,A,0,Non Refund,0,Transient,147.71301996102204,0,1
0,143,2,1,2,0,1,1,0,0,A,A,0,Refundable,0,Transient,55.690303374304555,0,0
0,0,2,2,2,0,0,0,0,0,A,D,1,No Deposit,70,Transient,142.09307951085287,0,1
0,16,0,2,2,0,0,0,0,0,D,E,0,No Deposit,0,Transient,96.17564128407412,0,1
1,327,1,2,2,0,0,1,0,0,A,A,0,No Deposit,0,Transient,177.70725947292965,0,0
0,0,1,3,1,0,0,0,0,0,A,A,1,No Deposit,101,Transient,127.12928808797604,0,0
1,115,3,7,2,0,0,0,0,0,A,F,1,Non Refund,0,Transient,75.8405597356031,0,0
1,411,0,2,2,0,0,0,0,0,A,A,6,No Deposit,0,Transient,114.6828319212865,0,0
0,230,1,1,2,0,0,0,0,0,C,A,1,Non Refund,0,Transient-Party,152.86554546041378,0,0
1,4,1,1,4,0,0,0,0,0,A,A,3,No Deposit,0,Contract,16.41962044638875,1,0
0,44,0,2,2,0,0,0,0,0,B,D,0,No Deposit,0,Transient,43.4860716613182,0,1
0,166,1,2,1,0,0,0,0,0,A,A,6,No Deposit,0,Transient,93.59258078833483,0,0
0,129,0,2,2,0,0,0,1,0,D,D,5,No Deposit,0,Transient,75.26596527310664,1,0
1,0,0,1,3,0,0,0,0,0,A,A,1,No Deposit,0,Transient,151.56427522250968,0,1
0,161,2,2,2,1,0,0,2,0,A,F,0,No Deposit,0,Transient,44.91549913016966,0,0
0,256,0,1,2,0,0,0,0,0,G,A,0,Non Refund,0,Transient,52.85347793861641,0,1
0,0,4,1,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,71.50860123940276,0,0
0,4,0,2,1,1,0,0,0,0,A,A,0,Non Refund,0,Transient,60.413578143520795,0,0
0,3,0,2,2,0,0,0,0,0,A,H,0,Non Refund,0,Transient,67.50716905637282,0,0
0,4,1,1,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient,35.8277912937977,0,1
0,322,2,0,2,0,0,0,0,0,A,A,1,Non Refund,0,Transient,124.50641924185022,0,4
0,312,1,2,2,0,0,0,0,0,A,F,0,No Deposit,0,Transient,95.86780271895576,0,1
1,161,0,1,0,0,0,0,0,0,D,A,1,No Deposit,0,Transient,130.1573244874424,0,0
1,391,2,2,2,0,0,0,0,0,A,D,1,No Deposit,0,Transient,117.40330598690478,0,0
0,113,1,5,4,1,1,0,0,0,A,A,1,No Deposit,0,Transient,160.99551659592515,0,2
1,398,2,2,3,0,0,0,0,0,A,A,0,No Deposit,0,Transient,108.21366807896737,0,1
0,18,2,2,0,0,0,0,0,0,A,B,0,No Deposit,0,Transient,71.75084866690572,0,0
0,299,2,2,2,0,0,0,0,0,E,A,0,No Deposit,0,Transient,143.68138997913692,0,1
0,267,2,2,3,0,0,0,0,0,A,D,0,No Deposit,45,Transient-Party,-6.202023911402506,0,2
0,0,1,1,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient-Party,119.18525151928173,0,0
0,2,0,11,2,0,0,0,0,0,D,C,1,No Deposit,0,Transient,108.7147234348161,2,1
1,1,0,2,2,0,0,0,0,0,H,A,1,No Deposit,101,Transient,87.29216998419803,0,0
0,0,1,6,3,0,0,0,0,0,A,D,0,Non Refund,0,Transient-Party,283.81071156252665,0,0
0,79,1,3,1,0,0,0,0,0,A,A,0,No Deposit,70,Transient,250.31990377785732,0,3
0,457,2,1,2,0,0,0,0,0,A,E,0,No Deposit,0,Transient,32.7709057818335,0,0
1,34,2,2,3,0,1,0,0,0,A,K,1,No Deposit,0,Transient,100.62080695260845,0,2
0,0,0,19,0,0,0,0,0,0,A,A,2,No Deposit,0,Transient,162.63190710367863,0,2
0,20,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,85.97775283650888,0,0
0,192,0,2,1,0,0,1,0,0,A,A,0,No Deposit,0,Transient,50.23217239951316,0,0
0,14,0,0,2,0,0,0,0,0,A,A,13,No Deposit,63,Transient,30.937607898595633,0,0
0,352,0,1,2,0,0,0,0,0,A,D,6,Non Refund,56,Transient,218.86899677568726,0,0
0,373,0,2,2,0,0,0,0,0,A,A,2,No Deposit,0,Transient,54.409533487780365,1,1
1,0,0,2,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient,74.82071989183365,0,1
0,89,0,0,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,60.98824436944251,1,0
0,0,5,1,2,2,0,0,1,0,E,A,0,No Deposit,33,Transient,94.8984009534712,0,0
1,139,1,2,1,0,0,0,1,0,A,B,0,No Deposit,0,Transient,77.68696551105035,0,1
1,1,2,1,4,0,0,0,0,0,A,D,2,No Deposit,0,Transient-Party,95.57580894467083,0,0
1,136,2,2,2,0,0,0,0,0,A,E,0,Refundable,23,Transient,110.77186693682552,0,1
0,0,0,2,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient,86.60928009168995,0,0
1,172,1,2,3,0,0,0,0,0,A,A,1,No Deposit,0,Transient,51.090074489722255,0,3
1,18,2,4,3,2,0,0,0,0,A,A,0,No Deposit,0,Transient,92.07131172798242,1,0
0,69,2,0,2,1,0,0,0,0,D,A,0,No Deposit,0,Transient,69.06173250814565,0,0
0,159,1,2,2,0,0,0,0,0,D,D,0,No Deposit,0,Transient-Party,104.24776059583327,0,1
0,239,0,12,4,0,0,0,0,0,E,A,2,No Deposit,0,Transient,91.11283950493437,0,1
0,355,2,1,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient,83.38948450807452,0,1
0,167,1,1,1,1,0,0,0,0,A,A,1,No Deposit,0,Transient,117.97895316494326,0,2
0,100,0,2,2,0,0,0,0,0,D,D,1,No Deposit,0,Transient,162.79706786758035,0,1
1,93,0,3,1,0,0,0,0,0,D,A,0,No Deposit,0,Transient,115.12507196318295,0,0
0,196,0,2,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,45.455809383582675,0,0
0,188,1,6,1,0,0,0,0,0,B,A,0,No Deposit,0,Transient,86.74197369716967,0,1
0,1,1,4,0,0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,78.3341905332097,0,2
1,160,0,2,2,0,1,0,0,0,A,A,0,No Deposit,0,Transient,111.32811372757274,0,0
0,77,0,2,4,0,0,0,0,0,A,A,1,No Deposit,0,Transient,75.91945800846109,1,3
0,626,1,2,2,0,0,0,0,0,A,A,3,No Deposit,0,Transient,64.356768870372,0,3
0,2,0,3,1,0,0,0,0,0,A,A,1,No Deposit,81,Transient,60.19784521805151,1,0
0,143,0,1,3,0,0,0,0,0,A,A,0,No Deposit,0,Transient,48.66345610602152,0,4
0,0,0,2,1,0,0,0,0,0,D,H,0,No Deposit,0,Transient,36.41845099575718,0,0
0,160,1,10,2,0,0,0,0,0,C,I,0,No Deposit,93,Transient-Party,101.24322419923234,0,1
0,55,9,1,4,0,1,0,0,0,C,A,0,Non Refund,0,Transient,91.14092051797661,1,0
0,5,1,1,2,0,0,0,0,3,A,A,2,No Deposit,62,Transient,124.30352154731172,0,2
0,4,2,1,1,0,0,0,0,0,A,A,5,No Deposit,0,Transient-Party,134.201608391722,0,2
0,1,0,0,2,0,0,0,0,0,A,A,1,Non Refund,0,Transient,103.24391303810637,0,0
0,1,0,5,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,124.75362378030394,0,2
1,1,1,3,2,0,0,0,0,0,A,I,1,No Deposit,0,Transient,44.368225436583835,0,0
1,145,1,19,2,0,0,0,0,0,A,C,8,No Deposit,0,Transient,94.02029953976776,0,0
0,166,0,1,2,0,0,0,0,0,D,A,1,No Deposit,0,Transient,93.58954569472647,0,0
0,25,0,1,2,0,0,0,0,0,G,A,0,Non Refund,0,Transient-Party,150.90363504609988,1,0
0,52,2,2,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,84.66401750824745,1,2
0,9,2,2,1,0,0,0,11,0,A,G,0,No Deposit,6,Transient,64.34650390004136,0,0
0,0,1,2,2,0,0,0,0,0,A,A,2,No Deposit,0,Contract,133.32992168253557,0,2
1,0,2,2,2,2,0,0,0,0,D,A,0,No Deposit,0,Transient-Party,113.08502557285459,0,1
1,336,2,3,2,0,0,0,1,0,A,A,0,No Deposit,0,Transient,112.7783245827024,0,1
0,76,2,2,2,0,0,0,0,0,A,F,1,No Deposit,0,Transient,84.16652221125564,1,3
0,2,4,0,2,0,0,0,0,0,E,A,5,No Deposit,23,Transient,66.06780966834327,0,0
0,79,1,4,2,0,0,0,0,0,A,A,1,No Deposit,0,Contract,134.51836135897994,0,2
0,68,2,5,2,0,0,1,0,0,A,C,0,No Deposit,0,Transient,159.8188824272824,0,0
1,28,2,0,2,3,0,0,0,0,A,E,0,No Deposit,0,Transient-Party,73.0232838292318,1,1
0,89,0,5,2,0,0,1,0,0,E,F,0,Non Refund,0,Transient-Party,138.55454069485788,0,0
0,1,1,1,2,0,0,0,0,0,C,A,0,No Deposit,0,Transient-Party,24.818159073448854,0,1
0,1,0,5,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,88.15083213596168,0,0
0,8,0,1,2,0,0,0,0,0,A,G,0,Non Refund,0,Transient-Party,38.4107447543703,0,0
0,126,0,5,2,0,0,0,0,0,A,A,1,No Deposit,3,Transient,173.54123666764684,1,1
0,312,2,1,2,0,0,0,0,0,A,H,5,No Deposit,0,Transient,117.26840756773952,0,3
0,1,2,2,0,0,0,0,0,0,A,A,5,No Deposit,0,Transient-Party,77.77082520920162,0,0
1,0,0,11,2,0,0,0,0,0,E,A,0,No Deposit,0,Transient,111.96995307143486,0,2
1,368,1,2,0,0,0,0,0,0,A,D,0,No Deposit,0,Transient-Party,72.50910543296003,0,0
1,258,1,3,2,3,0,0,0,0,A,A,1,No Deposit,0,Transient,79.11732124467946,0,0
1,46,1,1,2,2,0,0,0,0,D,A,0,No Deposit,0,Transient,72.16432193312268,0,0
0,457,0,4,2,2,0,0,0,0,H,D,0,No Deposit,0,Transient,98.56328000182516,0,0
1,1,0,4,1,0,0,0,0,0,A,A,3,Non Refund,0,Transient,31.515057187110713,0,0
1,0,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,98.47062149770635,0,2
1,21,0,1,1,0,0,0,0,0,F,A,2,No Deposit,0,Transient,102.38342100404844,0,0
0,281,0,1,2,0,0,0,0,0,D,A,1,No Deposit,0,Transient,83.29375291852728,0,0
1,104,8,4,1,2,0,0,0,0,A,B,2,No Deposit,0,Transient,79.58317842251388,0,1
0,95,4,1,2,0,0,1,0,0,A,A,0,No Deposit,0,Transient,67.08568211339929,0,0
1,175,2,2,1,0,0,0,0,0,A,F,0,Non Refund,75,Transient-Party,181.40961833775333,0,2
0,0,0,3,2,0,0,0,0,0,F,D,0,No Deposit,0,Transient-Party,84.32903662901192,2,1
0,323,0,19,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,57.00964161718106,0,0
0,41,1,4,2,0,0,1,0,0,E,D,1,No Deposit,0,Transient-Party,167.03382355461054,0,2
1,119,0,5,2,0,0,0,0,0,D,A,0,No Deposit,0,Transient,283.87461901030457,0,0
0,186,0,1,1,0,0,0,0,0,G,A,0,No Deposit,0,Group,28.34917692468551,0,0
0,134,0,1,2,0,0,0,0,0,A,D,1,No Deposit,111,Transient,95.45379754478344,0,0
0,33,9,5,2,0,0,0,0,0,A,D,1,Non Refund,0,Transient-Party,160.69972431354577,0,0
0,168,0,1,2,0,0,1,0,0,A,A,0,No Deposit,0,Group,167.86122224197408,1,0
0,377,3,3,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,105.93246415115732,0,0
0,220,2,20,2,0,0,0,0,0,E,A,0,No Deposit,0,Transient,143.2491419834198,0,1
1,422,0,1,1,0,0,0,0,0,A,F,0,No Deposit,0,Transient,103.25028112357313,0,2
0,177,2,1,3,1,0,0,3,0,A,E,1,No Deposit,0,Transient,87.07439430459905,0,1
0,93,0,1,1,0,0,1,0,0,C,D,0,No Deposit,0,Transient,67.13465431619818,0,0
0,587,2,3,2,0,0,0,0,0,A,A,6,No Deposit,259,Transient,76.25161363161551,0,2
0,70,2,1,2,0,0,0,0,0,F,B,0,No Deposit,0,Transient,88.42447928243206,1,0
0,0,0,2,2,0,0,1,0,0,A,D,0,No Deposit,0,Transient-Party,52.15153218266548,0,0
0,292,0,0,4,0,0,1,0,0,A,E,0,No Deposit,0,Transient,151.01186697230645,0,0
0,37,2,5,2,1,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,71.77867422359562,0,3
0,0,3,2,3,2,0,0,0,0,A,A,1,No Deposit,0,Transient,62.468932187881634,0,1
0,122,16,1,2,0,0,0,0,0,A,K,0,No Deposit,0,Transient,36.1099087909881,0,0
1,354,16,3,2,0,0,0,0,0,G,A,2,No Deposit,0,Transient,174.22510964673873,0,1
0,96,2,2,2,0,1,0,0,11,A,D,5,No Deposit,0,Transient,75.70027033450295,1,2
1,0,1,3,2,0,0,0,0,0,B,D,0,No Deposit,120,Transient-Party,95.29467139324679,0,3
0,173,1,7,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient,89.21468383394041,0,0
0,293,2,3,1,0,0,1,0,0,A,A,1,Non Refund,0,Transient,70.36858272926118,0,1
0,28,0,6,2,2,0,0,0,0,A,H,1,No Deposit,0,Transient,114.1206910331023,0,0
0,265,0,2,0,0,0,0,0,0,A,D,1,Non Refund,0,Transient,217.12786071807807,0,0
0,28,1,1,1,0,0,0,0,2,A,D,0,No Deposit,0,Transient,78.58861680281362,0,0
0,315,2,14,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient,145.3412858129956,0,0
0,147,1,4,2,0,0,0,0,0,A,A,0,No Deposit,59,Transient,88.98590476222847,0,1
0,167,1,1,1,1,0,0,0,0,A,D,1,No Deposit,0,Transient-Party,124.98040979508373,0,3
0,188,1,3,1,0,0,0,0,3,A,A,0,No Deposit,0,Transient,77.04631044454344,0,3
0,326,1,1,1,1,0,1,0,0,G,D,1,No Deposit,55,Transient,70.54537799396485,0,2
1,0,1,2,3,0,0,0,0,0,A,E,0,No Deposit,0,Transient,128.1573929232338,0,0
0,313,2,3,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,25.6806575959101,0,0
0,247,2,0,2,3,0,0,0,0,A,A,4,No Deposit,0,Transient-Party,66.7371141731652,0,1
0,391,0,2,1,0,0,0,0,0,E,A,1,No Deposit,0,Transient-Party,137.3033849452154,0,0
0,252,0,0,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient,28.399118249242008,0,0
0,1,2,1,2,0,0,0,0,0,A,C,0,No Deposit,0,Transient-Party,108.03372551343536,0,0
0,342,1,2,2,0,0,1,0,0,D,A,0,Non Refund,0,Transient,70.31808959012835,0,0
1,1,2,1,1,0,0,0,0,0,D,E,2,No Deposit,0,Transient,220.6362912681604,0,0
0,206,0,3,1,1,0,0,0,0,A,A,1,Non Refund,0,Transient,85.41164275948884,0,1
0,260,0,3,2,1,0,0,0,10,A,I,0,No Deposit,0,Transient,71.83763724434868,0,0
0,450,2,1,2,0,0,0,0,0,A,D,0,No Deposit,22,Transient,124.18176718828366,0,1
0,174,0,1,1,0,0,0,1,0,A,C,3,No Deposit,0,Transient,148.19682131214094,0,2
0,355,2,2,2,0,0,0,0,0,D,G,0,No Deposit,0,Transient,70.20616545124318,0,2
0,338,3,2,2,0,0,0,0,0,F,H,1,No Deposit,0,Transient,56.362061283095954,0,0
0,21,0,1,2,2,1,0,0,0,A,A,0,No Deposit,0,Transient,109.8834234142144,0,0
1,15,1,2,2,0,0,0,2,0,C,D,1,No Deposit,0,Transient,112.6489349426056,0,1
0,29,0,2,2,0,0,0,0,0,A,A,1,Non Refund,0,Transient,148.7925266712583,0,0
